SNo.,District Name,Janpad / Block Name,Panchayat Name,Work Start Fin Year,Work Status,Work Code,Work Name,Master Work Category Name,Work Category Name,WORK TYPE as per new work creation Module,Work Type,Agency Name,Sanction Wages (Rs),Sanction Material (Rs),Booked Current FY Wages (Rs),Booked Current FY Material (Rs),Paid Current FY Wages (Rs),Paid Current FY Material (Rs),Booked Since Inception Wages (Rs),Booked Since Inception Material (Rs),Paid Since Inception Wages (Rs),Paid Since Inception Material (Rs),Total Mandays,Mandays Generated Current FY,No. Of Units,Is Exempted Ongoing Community Works(20) within GP,Is Secure,Is Convergence,Work Started Date,Work Physically/ Completed Date,Individual Beneficiary JCN
14902,SATNA,NAGOD,SITPURA,2023-2024,Approved,1712003070/AV/22012034652027,Khel Maidan Nirmad Karya Koni Tola,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Crematorium for Community,Construction of Crematorium for Community,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,02-10-2023,
14903,SATNA,NAGOD,SITPURA,2024-2025,New,1712003070/WC/22012035216826,Rain Water harvestinh aganwadi bhwan sitpura,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Roof Top Rain Water Harvesting Structure for Community,Roof top rain wat. har. str. in gov/panchayat bldg,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,01-04-2024,
14904,SATNA,NAGOD,SITPURA,2024-2025,Approved,1712003070/WC/22012035216837,Rain Water harvestinh aganwadi bhwan sitpura,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Roof Top Rain Water Harvesting Structure for Community,Roof top rain wat. har. str. in gov/panchayat bldg,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,01-04-2024,
14905,SATNA,NAGOD,SITPURA,2024-2025,Approved,1712003070/WC/22012035216842,Rain Water harvestinh samudayik bhwan harijan basti uchwa tola,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Roof Top Rain Water Harvesting Structure for Community,Roof top rain wat. har. str. in gov/panchayat bldg,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,01-04-2024,
14906,SATNA,NAGOD,SITPURA,2024-2025,Approved,1712003070/WC/22012035216845,Rain Water harvestinh samudayik bhwan harijan basti uchwa tola,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Roof Top Rain Water Harvesting Structure for Community,Roof top rain wat. har. str. in gov/panchayat bldg,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,01-04-2024,
14907,SATNA,NAGOD,SITPURA,2024-2025,Ongoing,1712003070/IF/IAY/4660184,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148905016,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,01-10-2024,
14908,SATNA,NAGOD,SITPURA,2024-2025,Approved,1712003070/IF/IAY/5807213,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP145888732,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-03-2025,
14909,SATNA,NAGOD,SITPURA,2024-2025,New,1712003070/AV/22012034659832,shanti dham koni tola sitpura,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Crematorium for Community,Construction of Crematorium for Community,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,12-09-2024,
14910,SATNA,NAGOD,SITPURA,2024-2025,New,1712003070/WC/22012035207700,dag point gari k pass ravi k khet k pass,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Mini Percolation Tank for Community,Construction of Mini Percolation Tank for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,14-04-2024,
14911,SATNA,NAGOD,SITPURA,2024-2025,New,1712003070/AV/22012034659833,shanti dham koni tola sitpura,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Crematorium for Community,Construction of Crematorium for Community,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,15-08-2024,
14912,SATNA,NAGOD,SITPURA,2024-2025,New,1712003070/AV/22012034659834,shanti dham koni tola sitpura,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Crematorium for Community,Construction of Crematorium for Community,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,15-08-2024,
14913,SATNA,NAGOD,SITPURA,2024-2025,New,1712003070/AV/22012034659835,shanti dham bajar tola sitpura,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Crematorium for Community,Construction of Crematorium for Community,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,15-08-2024,
14914,SATNA,NAGOD,SITPURA,2024-2025,New,1712003070/AV/22012034659792,Shanti Dham sitpura,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Anganwadi Building for Community,Constr of Anganwadi for community,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,16-08-2024,
14915,SATNA,NAGOD,SITPURA,2024-2025,Ongoing,1712003070/IF/IAY/4802145,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150826273,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,17-11-2024,
14916,SATNA,NAGOD,SITPURA,2024-2025,Approved,1712003070/RC/22012034826762,sudur nirman madfha mandir se koni har sohabal nadi ki or,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Gravel Road Roads for Community,Construction of Gravel Road Roads for Community,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,18-08-2024,
14917,SATNA,NAGOD,SITPURA,2024-2025,Approved,1712003070/LD/22012034946219,Varksh ropan koni tola nadi ke pas GP sitpura,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Land Development,Development of chaur Land for Community,Development of chaur Land for Community,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,22-11-2024,
14918,SATNA,NAGOD,SITPURA,2024-2025,Approved,1712003070/LD/22012034946342,bass Varksh ropan koni tola nadi ke pas GP sitpura,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Land Development,Development of chaur Land for Community,Development of chaur Land for Community,Gram Panchayat,57874.84,27939.17,86128,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,22-11-2024,
14919,SATNA,NAGOD,SITPURA,2024-2025,Ongoing,1712003070/WC/22012035223260,Dag pond nirman Sitpura,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Community Water Harvesting Ponds,Construction of Community Water Harvesting Ponds,Gram Panchayat,410966.59,70843.38,482129,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,24-11-2024,
14920,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/22012035603647,एक बगिया माॅ के नाम अराधना खरे / उदय नारायण रजिस्ट्रेश्न नं0 2366120 ग्राम पंचायत सितपुरा,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,112204.65,150919.24,263307,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,07-09-2025,
14921,SATNA,NAGOD,SITPURA,2025-2026,Physically Completed,1712003070/IF/IAY/5104768,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149565661,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,3438,0,1800,0,1800,0,1800,0,12,12,1,,NO,YES,10-06-2025,06-09-2026
14922,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/5249189,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149239668,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,10-06-2025,
14923,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/5277669,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP145857872,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,6,6,1,,NO,YES,10-06-2025,
14924,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/5326778,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151014633,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,5076,0,5076,0,5076,0,5076,0,30,30,1,,NO,YES,10-06-2025,
14925,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/5547700,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148862725,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,10-06-2025,
14926,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/5573891,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148869777,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,10-06-2025,
14927,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/22012035603692,एक बगिया माॅ के नाम चन्द्रकुमारी/शिवश्ंकर खरे रजिस्ट्रेश्न नं0 6428570 ग्राम पंचायत सितपुरा,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,111231.65,150684.26,262099,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,11-09-2025,
14928,SATNA,NAGOD,SITPURA,2025-2026,Approved,1712003070/RC/22012034846352,pcc road nali nirman and shok phit nirman annu tripathi k ghar se puspendra gautam k ghar tak,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Cement Concrete Roads for Community,Constr of Cement Concrete Roads for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,14-04-2025,
14929,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/22012035502921,construction of farm ponds bhupendra chaturvedi,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,Construction of Farm Ponds for Individuals,Gram Panchayat,169045.76,29448.48,198676,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,14-05-2025,
14930,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/22012035506273,Construction of farm ponds for nitin chaturvedi,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,Construction of Farm Ponds for Individuals,Gram Panchayat,169813.89,29636.18,199632,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,14-05-2025,
14931,SATNA,NAGOD,SITPURA,2025-2026,New,1712003070/IF/22012035614751,ek bagiya maa ke nam Jaya Tripathi w/o uttam tripathi MP 6536030 gp itma,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,15-07-2025,
14932,SATNA,NAGOD,SITPURA,2025-2026,Approved,1712003070/IF/22012035615020,एक बगिया माॅ के नाम उमा सिंह सितपुरा,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,15-08-2025,
14933,SATNA,NAGOD,SITPURA,2025-2026,Approved,1712003070/RC/22012034850318,PCC Road Nali ek Taraf shokpit Nirman kary anu Tripathi ke ghar se Puspendra Gautam ke ghar ki or,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Cement Concrete Roads for Community,Constr of Cement Concrete Roads for Comm,Gram Panchayat,83000,0,515000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,15-08-2025,
14934,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/RC/22012034850317,PCC Road Nirman Kary manbharan gond ke ghar se ramprakash Pathak ke ghar ki or,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Cement Concrete Roads for Community,Constr of Cement Concrete Roads for Comm,Gram Panchayat,155000,0,990000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,15-12-2025,
14935,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/22012035506225,Construction of farm ponds for Raj Narayan Mishra,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,Construction of Farm Ponds for Individuals,Gram Panchayat,169813.89,29636.18,199632,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,17-05-2025,
14936,SATNA,NAGOD,SITPURA,2025-2026,Physically Completed,1712003070/IF/IAY/5807238,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148887772,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,3165,0,1800,0,1800,0,1800,0,11,11,1,,NO,YES,18-09-2025,09-08-2026
14937,SATNA,NAGOD,SITPURA,2025-2026,Physically Completed,1712003070/IF/IAY/5807436,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149912863,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,1638,0,0,0,0,0,0,0,6,6,1,,NO,YES,19-09-2025,06-09-2026
14938,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/5808503,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149253232,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,6,6,1,,NO,YES,19-09-2025,
14939,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/4802112,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150791288,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-08-2025,
14940,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/5724223,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150791569,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,1800,0,0,0,0,0,0,0,6,6,1,,NO,YES,21-08-2025,
14941,SATNA,NAGOD,SITPURA,2025-2026,Physically Completed,1712003070/IF/IAY/5574607,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148886944,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,23-07-2025,06-09-2026
14942,SATNA,NAGOD,SITPURA,2025-2026,Approved,1712003070/IF/22012035435807,Kapil Dhara Kup Nirman Radhagovind Pandey,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Irrigation Open Well for Individuals,Constr of Irrigation Open Well for Individuals,Gram Panchayat,155824.78,185042.56,341049,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,24-04-2025,
14943,SATNA,NAGOD,SITPURA,2025-2026,Physically Completed,1712003070/IF/IAY/5807412,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150800745,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,2265,0,0,0,0,0,0,0,8,8,1,,NO,YES,25-09-2025,06-09-2026
14944,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/5808315,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149247895,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,2538,0,0,0,0,0,0,0,9,9,1,,NO,YES,25-09-2025,
14945,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/5808610,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148862811,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,5004,0,0,0,0,0,0,0,24,24,1,,NO,YES,25-09-2025,
14946,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/IAY/5808761,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151014988,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,25-09-2025,
14947,SATNA,NAGOD,SITPURA,2025-2026,Ongoing,1712003070/IF/22012035599405,ek bagiya maa k naam usha barman k khet mai,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Along the coast Line Plantation of Farm Forestry Trees for Individuals,Line-coast Plntation-Farm Forstry Trees-Individual,Gram Panchayat,76500.95,107008.39,183691,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,31-08-2025,
14948,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/127469,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/14,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-02-2016,
14949,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/127470,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/20,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-02-2016,
14950,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/127471,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/39175844,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-02-2016,
14951,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/127472,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/490,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-02-2016,
14952,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/127474,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/38481053,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-02-2016,
14953,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/127476,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/39281131,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-02-2016,
14954,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/127477,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/473,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-02-2016,
14955,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/135060,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/23,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,16-02-2016,
14956,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/135061,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/31,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,16-02-2016,
14957,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/120911,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/38380623,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,25-01-2016,
14958,SATNA,NAGOD,SURDAHA KALA,2015-2016,Approved,1712003006/IF/IAY/120912,Construction of IAY House -IAY REG. NO. MP-12-003-006-001/38393209,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,25-01-2016,
14959,SATNA,NAGOD,SURDAHA KALA,2017-2018,Approved,1712003006/IF/IAY/1055774,Construction of IAY House -IAY REG. NO. MP1385934,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,06-05-2017,
